# (k1,k2,k3) at z_eff=1.4829819053951014 SGC ks grid in /home/marina/eBOSS-QSO-DR16/bis-fits/input-s2rebin/models/k_eff-bisp.txt 
#  Minv(k1) Minv(k2) Minv(k3)
6.436964779165253898e-04 2.072037204651648102e-04 1.678219051516049456e-04
3.672323524605562348e-04 2.079576255613827928e-04 1.673538298238814526e-04
2.626999838609438056e-04 2.079576156024215655e-04 1.673538018891654159e-04
2.111733848726129927e-04 2.035576913718049831e-04 1.673538577752646582e-04
2.003190200671577624e-03 1.698669046310063242e-04 1.646692730845497295e-04
6.518040703936035666e-04 1.701993231745605188e-04 1.644129748168059819e-04
3.672325093446824761e-04 1.701993000009952928e-04 1.644130139171679004e-04
2.627000440898694393e-04 1.701993058961331321e-04 1.644130160378129771e-04
2.079576560675596689e-04 1.701992909931206058e-04 1.644129961810425066e-04
1.716269832771710562e-04 1.669999603534015435e-04 1.630023769778559230e-04
3.353340301209061609e-04 3.353340301209061609e-04 1.453524853459656880e-04
5.574463494846416001e-04 2.484440615002765597e-04 1.453524853459656880e-04
3.475885915547577269e-04 2.540113881990271275e-04 1.423980054740493697e-04
2.670661855201585284e-04 2.551055197606483574e-04 1.396022397974974879e-04
1.575849360776420283e-03 1.966507350124713878e-04 1.453524853459656880e-04
5.919798602906687452e-04 2.013403815184103903e-04 1.423418792955045292e-04
3.646474317706174220e-04 2.071415769210639148e-04 1.394912514299890486e-04
2.627000031312111536e-04 2.079576413806445733e-04 1.391619728081021985e-04
2.111733747096183878e-04 2.035576762812771161e-04 1.391619912665312383e-04
1.743115102988216638e-03 1.630544960360936710e-04 1.421721938443933704e-04
6.436439419040458111e-04 1.668487827836572695e-04 1.394678968232031008e-04
3.672323695506620952e-04 1.673538059152757530e-04 1.391619764798282348e-04
2.627000281166226255e-04 1.673538237643402374e-04 1.391619716682943595e-04
2.079576147109231832e-04 1.673538132829399845e-04 1.391619724982966590e-04
1.701993323239373045e-04 1.644130267960003681e-04 1.391619912335884059e-04
2.003043285920810823e-03 1.407929914770768070e-04 1.374326158368901856e-04
6.518039682481455675e-04 1.410056595344516387e-04 1.372642405988929468e-04
3.672325424620108002e-04 1.410056713160481162e-04 1.372642526592288852e-04
2.626999868314922005e-04 1.410056664763314625e-04 1.372642671838798171e-04
2.079575902929350982e-04 1.410056663840807383e-04 1.372642543408932416e-04
1.673538222897471390e-04 1.410056841308722421e-04 1.372642516296912918e-04
1.419420013385944818e-04 1.389549489193879972e-04 1.363508010190562678e-04
3.353340301209062151e-04 2.484440615002765597e-04 1.254039734145544519e-04
2.553716930348479933e-04 2.486752252230411313e-04 1.233768055986052053e-04
5.574463494846416001e-04 1.966507350124713878e-04 1.254039734145544519e-04
3.475326977569178971e-04 2.012247330278059453e-04 1.236892872394333980e-04
2.615676497389794004e-04 2.071126903865018649e-04 1.220088752609226735e-04
2.111733447655214353e-04 2.035576854088875132e-04 1.218129380846414930e-04
1.575849360776420283e-03 1.595590176992139561e-04 1.254039734145544519e-04
5.918882886073422844e-04 1.628465099581950218e-04 1.236534764944241754e-04
3.646304824698170383e-04 1.668071169564788617e-04 1.220032927721515647e-04
2.626999660608480441e-04 1.673538249577180450e-04 1.218129466097171986e-04
2.079576373289791303e-04 1.673538185054823809e-04 1.218129520431648628e-04
1.701992747768879576e-04 1.644129883006396333e-04 1.218129491702379637e-04
1.743057317124062583e-03 1.363688271211134550e-04 1.235509992166991772e-04
6.436284921039374992e-04 1.388361555304681806e-04 1.219889483148797190e-04
3.672324428234022926e-04 1.391619723206405921e-04 1.218129502434095988e-04
2.627000434734778987e-04 1.391619810873588733e-04 1.218129558076061768e-04
2.079576411793271763e-04 1.391619803567487480e-04 1.218129370908877212e-04
1.673538283994138124e-04 1.391619741981835808e-04 1.218129447085531037e-04
1.410056694031350916e-04 1.372642523828206216e-04 1.218129555388004201e-04
2.003135136464229311e-03 1.227553848614722806e-04 1.208341795186927193e-04
6.518038700520990044e-04 1.228763755771328508e-04 1.207379766425441600e-04
3.672322874222332546e-04 1.228763777952238774e-04 1.207379576364160813e-04
2.626999817882678988e-04 1.228763727531331090e-04 1.207379450898122565e-04
2.079576508802209647e-04 1.228763834048221396e-04 1.207379705322421035e-04
1.673538186711498552e-04 1.228763776345848243e-04 1.207379535086487937e-04
1.391619908017223829e-04 1.228763762883579834e-04 1.207379488610628752e-04
1.234273469569157353e-04 1.217107513125428311e-04 1.202237004419508503e-04
