# S0B for SGC data 
# k1-eff  k2-eff  k3-eff S_0B(k1-eff,k2-eff,k3-eff)  S_0B
1.528299999999999971e-02 3.012099999999999847e-02 4.509300000000000114e-02 8.296213028287986755e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.012099999999999847e-02 5.008300000000000252e-02 8.140294216265074730e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.511199999999999738e-02 3.511199999999999738e-02 8.847114343193748474e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.511199999999999738e-02 4.010899999999999882e-02 8.253787792495093346e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.511199999999999738e-02 4.509300000000000114e-02 7.942244185786860466e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.511199999999999738e-02 5.008300000000000252e-02 7.786325373763948441e+09 5.783084954448138237e+09
1.528299999999999971e-02 3.511199999999999738e-02 5.508300000000000002e-02 7.615394128609912872e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.010899999999999882e-02 4.010899999999999882e-02 7.660461241796436310e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.010899999999999882e-02 4.509300000000000114e-02 7.348917635088203430e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.010899999999999882e-02 5.008300000000000252e-02 7.192998823065291405e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.010899999999999882e-02 5.508300000000000002e-02 7.022067577911255836e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.010899999999999882e-02 6.007599999999999746e-02 7.174629223659577370e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.509300000000000114e-02 4.509300000000000114e-02 7.037374028379970551e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.509300000000000114e-02 5.008300000000000252e-02 6.881455216357058525e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.509300000000000114e-02 5.508300000000000002e-02 6.710523971203022957e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.509300000000000114e-02 6.007599999999999746e-02 6.863085616951344490e+09 5.783084954448138237e+09
1.528299999999999971e-02 4.509300000000000114e-02 6.506599999999999884e-02 6.618422175569173813e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.008300000000000252e-02 5.008300000000000252e-02 6.725536404334146500e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.008300000000000252e-02 5.508300000000000002e-02 6.554605159180110931e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.008300000000000252e-02 6.007599999999999746e-02 6.707166804928433418e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.008300000000000252e-02 6.506599999999999884e-02 6.462503363546261787e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.008300000000000252e-02 7.006400000000000128e-02 6.540895498357492447e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.508300000000000002e-02 5.508300000000000002e-02 6.383673914026075363e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.508300000000000002e-02 6.007599999999999746e-02 6.536235559774397850e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.508300000000000002e-02 6.506599999999999884e-02 6.291572118392226219e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.508300000000000002e-02 7.006400000000000128e-02 6.369964253203456879e+09 5.783084954448138237e+09
1.528299999999999971e-02 5.508300000000000002e-02 7.506100000000000272e-02 6.108589673743772507e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.007599999999999746e-02 6.007599999999999746e-02 6.688797205522718430e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.007599999999999746e-02 6.506599999999999884e-02 6.444133764140548706e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.007599999999999746e-02 7.006400000000000128e-02 6.522525898951779366e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.007599999999999746e-02 7.506100000000000272e-02 6.261151319492093086e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.007599999999999746e-02 8.005600000000000216e-02 6.172665972468937874e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.506599999999999884e-02 6.506599999999999884e-02 6.199470322758378983e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.506599999999999884e-02 7.006400000000000128e-02 6.277862457569608688e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.506599999999999884e-02 7.506100000000000272e-02 6.016487878109923363e+09 5.783084954448138237e+09
1.528299999999999971e-02 6.506599999999999884e-02 8.005600000000000216e-02 5.928002531086767197e+09 5.783084954448138237e+09
1.528299999999999971e-02 7.006400000000000128e-02 7.006400000000000128e-02 6.356254592380839348e+09 5.783084954448138237e+09
1.528299999999999971e-02 7.006400000000000128e-02 7.506100000000000272e-02 6.094880012921154022e+09 5.783084954448138237e+09
1.528299999999999971e-02 7.006400000000000128e-02 8.005600000000000216e-02 6.006394665897997856e+09 5.783084954448138237e+09
1.528299999999999971e-02 7.506100000000000272e-02 7.506100000000000272e-02 5.833505433461468697e+09 5.783084954448138237e+09
1.528299999999999971e-02 7.506100000000000272e-02 8.005600000000000216e-02 5.745020086438312531e+09 5.783084954448138237e+09
1.528299999999999971e-02 8.005600000000000216e-02 8.005600000000000216e-02 5.656534739415156364e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 2.021500000000000033e-02 1.107263873290269089e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 2.516799999999999940e-02 1.055223762601614761e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 3.012099999999999847e-02 1.059089456605407333e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 3.511199999999999738e-02 1.023692572355294609e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 4.010899999999999882e-02 9.643599172854290009e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.021500000000000033e-02 4.509300000000000114e-02 9.332055566146057129e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 2.516799999999999940e-02 1.003183651912960625e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 3.012099999999999847e-02 1.007049345916753197e+10 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 3.511199999999999738e-02 9.716524616666402817e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 4.010899999999999882e-02 9.123198065967748642e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 4.509300000000000114e-02 8.811654459259515762e+09 5.783084954448138237e+09
2.021500000000000033e-02 2.516799999999999940e-02 5.008300000000000252e-02 8.655735647236602783e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 3.012099999999999847e-02 1.010915039920545578e+10 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 3.511199999999999738e-02 9.755181556704328537e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 4.010899999999999882e-02 9.161855006005672455e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 4.509300000000000114e-02 8.850311399297439575e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 5.008300000000000252e-02 8.694392587274528503e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.012099999999999847e-02 5.508300000000000002e-02 8.523461342120491982e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 3.511199999999999738e-02 9.401212714203201294e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 4.010899999999999882e-02 8.807886163504545212e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 4.509300000000000114e-02 8.496342556796311378e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 5.008300000000000252e-02 8.340423744773399353e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 5.508300000000000002e-02 8.169492499619363785e+09 5.783084954448138237e+09
2.021500000000000033e-02 3.511199999999999738e-02 6.007599999999999746e-02 8.322054145367687225e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 4.010899999999999882e-02 8.214559612805889130e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 4.509300000000000114e-02 7.903016006097656250e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 5.008300000000000252e-02 7.747097194074744225e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 5.508300000000000002e-02 7.576165948920708656e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 6.007599999999999746e-02 7.728727594669030190e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.010899999999999882e-02 6.506599999999999884e-02 7.484064153286859512e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 4.509300000000000114e-02 7.591472399389423370e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 5.008300000000000252e-02 7.435553587366511345e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 5.508300000000000002e-02 7.264622342212475777e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 6.007599999999999746e-02 7.417183987960797310e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 6.506599999999999884e-02 7.172520546578626633e+09 5.783084954448138237e+09
2.021500000000000033e-02 4.509300000000000114e-02 7.006400000000000128e-02 7.250912681389857292e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 5.008300000000000252e-02 7.279634775343599319e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 5.508300000000000002e-02 7.108703530189563751e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 6.007599999999999746e-02 7.261265175937885284e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 6.506599999999999884e-02 7.016601734555714607e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 7.006400000000000128e-02 7.094993869366946220e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.008300000000000252e-02 7.506100000000000272e-02 6.833619289907260895e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 5.508300000000000002e-02 6.937772285035528183e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 6.007599999999999746e-02 7.090333930783849716e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 6.506599999999999884e-02 6.845670489401679039e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 7.006400000000000128e-02 6.924062624212910652e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 7.506100000000000272e-02 6.662688044753224373e+09 5.783084954448138237e+09
2.021500000000000033e-02 5.508300000000000002e-02 8.005600000000000216e-02 6.574202697730068207e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.007599999999999746e-02 6.007599999999999746e-02 7.242895576532171249e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.007599999999999746e-02 6.506599999999999884e-02 6.998232135150001526e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.007599999999999746e-02 7.006400000000000128e-02 7.076624269961231232e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.007599999999999746e-02 7.506100000000000272e-02 6.815249690501546860e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.007599999999999746e-02 8.005600000000000216e-02 6.726764343478389740e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.506599999999999884e-02 6.506599999999999884e-02 6.753568693767830849e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.506599999999999884e-02 7.006400000000000128e-02 6.831960828579060555e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.506599999999999884e-02 7.506100000000000272e-02 6.570586249119376183e+09 5.783084954448138237e+09
2.021500000000000033e-02 6.506599999999999884e-02 8.005600000000000216e-02 6.482100902096220016e+09 5.783084954448138237e+09
2.021500000000000033e-02 7.006400000000000128e-02 7.006400000000000128e-02 6.910352963390292168e+09 5.783084954448138237e+09
2.021500000000000033e-02 7.006400000000000128e-02 7.506100000000000272e-02 6.648978383930606842e+09 5.783084954448138237e+09
2.021500000000000033e-02 7.006400000000000128e-02 8.005600000000000216e-02 6.560493036907450676e+09 5.783084954448138237e+09
2.021500000000000033e-02 7.506100000000000272e-02 7.506100000000000272e-02 6.387603804470921516e+09 5.783084954448138237e+09
2.021500000000000033e-02 7.506100000000000272e-02 8.005600000000000216e-02 6.299118457447765350e+09 5.783084954448138237e+09
2.021500000000000033e-02 8.005600000000000216e-02 8.005600000000000216e-02 6.210633110424609184e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 2.516799999999999940e-02 9.511435412243062973e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 3.012099999999999847e-02 9.550092352280988693e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 3.511199999999999738e-02 9.196123509779861450e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 4.010899999999999882e-02 8.602796959081205368e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 4.509300000000000114e-02 8.291253352372971535e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 5.008300000000000252e-02 8.135334540350059509e+09 5.783084954448138237e+09
2.516799999999999940e-02 2.516799999999999940e-02 5.508300000000000002e-02 7.964403295196023941e+09 5.783084954448138237e+09
2.516799999999999940e-02 3.012099999999999847e-02 3.012099999999999847e-02 9.588749292318912506e+09 5.783084954448138237e+09
2.516799999999999940e-02 3.012099999999999847e-02 3.511199999999999738e-02 9.234780449817785263e+09 5.783084954448138237e+09
