# Tk at z_eff=1.4937 (p=0.0, NGC) raw output of classy 
#  dict_keys(['k (h/Mpc)', 'd_g', 'd_b', 'd_cdm', 'd_ur', 'd_ncdm[0]', 'd_tot', 'phi', 'psi'])
1.313534929037203224e-04 -1.000224607796569437e-01 -7.790079078720563155e-02 -7.790107984136118713e-02 -9.992653238516194247e-02 -7.785979313985452732e-02 -7.791482213984331218e-02 5.856171181173586149e-01 5.852499655244177701e-01
1.653642501444183466e-04 -1.550444899223136774e-01 -1.234515612446380889e-01 -1.234522824420093839e-01 -1.548074679614216409e-01 -1.233524641865307719e-01 -1.234716549740046410e-01 5.855364820785129432e-01 5.851810572247050368e-01
2.081812567090955408e-04 -2.372230149438440128e-01 -1.956253426246699900e-01 -1.956271350202156700e-01 -2.366429961901749812e-01 -1.953827469227625846e-01 -1.956519448988929821e-01 5.854098321723041343e-01 5.850724011167734995e-01
2.620846743303253501e-04 -3.555195038302425004e-01 -3.099649349170520152e-01 -3.099693621171072944e-01 -3.541217166222798696e-01 -3.093662556324167645e-01 -3.099944733147132481e-01 5.852119265019946059e-01 5.849015736808268473e-01
3.299450565562450925e-04 -5.155377390650958125e-01 -4.910615988639998042e-01 -4.910724279447139518e-01 -5.122502573365957934e-01 -4.895773875553524612e-01 -4.910787830153949818e-01 5.849050931240213913e-01 5.846342337015574264e-01
4.153762161945206348e-04 -7.093924489310036163e-01 -7.777865570913332638e-01 -7.778126455067264633e-01 -7.019538391485150575e-01 -7.740999650055023773e-01 -7.777469840858742822e-01 5.844349578891850916e-01 5.842188213500566496e-01
5.229276740221899117e-04 -8.983021499747977368e-01 -1.231499082678243484e+00 -1.231560462378989529e+00 -8.824749406565315368e-01 -1.222346123982210653e+00 -1.231295160937742494e+00 5.837268306986955757e-01 5.835802783068744226e-01
6.583269373569515916e-04 -9.999954554638322834e-01 -1.948868027910549028e+00 -1.949007296209415818e+00 -9.694524622980937867e-01 -1.926209429313051169e+00 -1.948275857938359223e+00 5.826847768827594365e-01 5.826143462686494967e-01
8.287845107072932399e-04 -9.296050558862859470e-01 -3.081789856712183973e+00 -3.082089224079506806e+00 -8.790392708888827844e-01 -3.026031628340757784e+00 -3.080416894552924667e+00 5.811937227576510212e-01 5.811855353666096624e-01
1.043377881430806661e-03 -7.539054921622697636e-01 -4.868128789671857248e+00 -4.868725110494448671e+00 -6.873774138453427884e-01 -4.732309726678232131e+00 -4.865398141464488901e+00 5.791154056394771654e-01 5.791305926812637672e-01
1.313534929037204037e-03 -7.603911311813070784e-01 -7.678754541532809341e+00 -7.679835930716117254e+00 -6.948270096569096888e-01 -7.353216113757961025e+00 -7.673798548147128251e+00 5.762556765618065402e-01 5.762570425758004600e-01
1.653642501444184225e-03 -8.699302854291151021e-01 -1.208837645891491341e+01 -1.209018983123680613e+01 -8.191592555476007176e-01 -1.132684928506470179e+01 -1.207934470643536962e+01 5.723051500737020847e-01 5.722997334411381587e-01
2.081812567090956384e-03 -6.780751217239415762e-01 -1.898081842031195521e+01 -1.898388379921120617e+01 -6.562981578813125161e-01 -1.725929238190240866e+01 -1.896401838128232598e+01 5.668913343613488642e-01 5.668933016937074409e-01
2.620846743303254910e-03 -7.754019322139418247e-01 -2.970120046892315102e+01 -2.970691746872740779e+01 -7.559306970750581112e-01 -2.597647102492163995e+01 -2.967084294305279357e+01 5.596155261421050797e-01 5.596132012151577850e-01
3.299450565562452118e-03 -7.100051993835588826e-01 -4.627300296404820301e+01 -4.628426257510604103e+01 -6.781432252303938313e-01 -3.859483762441070809e+01 -4.621888261039332235e+01 5.500131192905406419e-01 5.500117880992400066e-01
4.153762161945208191e-03 -6.643262813781223297e-01 -7.169488364160244487e+01 -7.171771354278955357e+01 -6.336589237286567311e-01 -5.653098304221362724e+01 -7.160049199582617518e+01 5.376078764707472590e-01 5.376070676907258594e-01
5.229276740221901719e-03 -6.549292761386577011e-01 -1.103252185556335121e+02 -1.103741051820516788e+02 -6.599148358159927508e-01 -8.129197045251514453e+01 -1.101654951229290447e+02 5.219062619579803997e-01 5.219057214867324213e-01
6.583269373569518301e-03 -6.424396819591309260e-01 -1.683396263524476524e+02 -1.684476179413000239e+02 -6.521313772080628013e-01 -1.143262540117534058e+02 -1.680797350614365655e+02 5.024123731367222678e-01 5.024122327235147623e-01
8.287845107072935869e-03 -5.755244006084453412e-01 -2.541751271561970782e+02 -2.544194379785868989e+02 -5.575229338395353285e-01 -1.566784421158221789e+02 -2.537784224823134025e+02 4.786275450464475001e-01 4.786275156106212791e-01
1.043377881430807008e-02 -5.410348863207757875e-01 -3.787514920345902851e+02 -3.793101491836525838e+02 -5.241042950289790392e-01 -2.072128599022482547e+02 -3.782044043038860650e+02 4.500584195380019636e-01 4.500584126247877959e-01
1.313534929037204514e-02 -5.002179142857202665e-01 -5.549740845669351756e+02 -5.562483753660810635e+02 -4.845580681653852140e-01 -2.611608142203416492e+02 -5.543619104692235169e+02 4.162317359666367622e-01 4.162317332693741267e-01
1.653642501441474066e-02 -4.527087807675151954e-01 -7.956852381729082708e+02 -7.985403225190499370e+02 -4.385302116705553366e-01 -3.176452243715184522e+02 -7.954116115230162904e+02 3.768194929936944937e-01 3.768194913161866944e-01
2.081812550581494531e-02 -3.985169559906848735e-01 -1.109119619192042137e+03 -1.115279070375482434e+03 -3.860290661996106376e-01 -3.580787825036894105e+02 -1.110180609932918742e+03 3.318446384015094064e-01 3.318446372376648301e-01
2.620834159861067797e-02 -3.389837788403810559e-01 -1.492778286544937146e+03 -1.505206082864511245e+03 -3.283565406135847686e-01 -3.774849432515687226e+02 -1.497199205293932437e+03 2.823739942556611759e-01 2.823739934878624069e-01
3.297707069353843917e-02 -2.780487502279235801e-01 -1.934534188206630006e+03 -1.956915900006829588e+03 -2.693281432796902908e-01 -3.701675812292172054e+02 -1.944981448177619086e+03 2.316942930689356306e-01 2.316942925962416078e-01
4.095687481729270302e-02 -2.254734299709718337e-01 -2.416830270511904928e+03 -2.449769695929191585e+03 -2.183992747173995053e-01 -3.453639058668499615e+02 -2.433521520946072087e+03 1.879340511803319347e-01 1.879340508963522616e-01
4.769128111748335841e-02 -1.950394978756720410e-01 -2.836590759372983030e+03 -2.873826908472376090e+03 -1.889187648083461013e-01 -3.242446617639218402e+02 -2.854621329180764860e+03 1.625902018658677284e-01 1.625902016701072650e-01
5.257408315740727534e-02 -1.789306971604963381e-01 -3.166685855676128540e+03 -3.203706047607652181e+03 -1.733146852706047847e-01 -3.114789510756352229e+02 -3.182776272146901192e+03 1.491717221974905028e-01 1.491717220431636737e-01
5.659956586758269070e-02 -1.682394730243721992e-01 -3.455534135778626478e+03 -3.490738057138918975e+03 -1.629584731054309621e-01 -3.022825805589984611e+02 -3.468572865676596848e+03 1.402647064220167994e-01 1.402647062930431621e-01
6.019323165754984079e-02 -1.599962756807753739e-01 -3.721144707996117177e+03 -3.754128155300685648e+03 -1.549736250132509874e-01 -2.945898571783764623e+02 -3.730919808141143676e+03 1.333964775000915093e-01 1.333964773891305744e-01
6.354465018369143126e-02 -1.529880393437496322e-01 -3.969103033936972224e+03 -4.000125512562201493e+03 -1.481850825108155245e-01 -2.874050709465830664e+02 -3.975925135144488195e+03 1.275569029583831782e-01 1.275569028613721956e-01
6.675411010677707868e-02 -1.466145598813994311e-01 -4.200459044992107010e+03 -4.230234533435670528e+03 -1.420114503180833487e-01 -2.801395031941536331e+02 -4.205011333335433847e+03 1.222460660854066822e-01 1.222460659998164251e-01
6.988172453642764459e-02 -1.405494744291565512e-01 -4.414508436151570095e+03 -4.444082223151427570e+03 -1.361365960447477041e-01 -2.725549367101995699e+02 -4.417754129453040150e+03 1.171920218958721893e-01 1.171920218199577896e-01
7.296696933989939293e-02 -1.346131564168359107e-01 -4.610041948710808356e+03 -4.640684896423053033e+03 -1.303865162325058003e-01 -2.645688791444989647e+02 -4.613139047109378225e+03 1.122451677999346392e-01 1.122451677324059899e-01
7.603765997589209680e-02 -1.287182743282816733e-01 -4.786125131975403747e+03 -4.819223924930491194e+03 -1.246766141032223940e-01 -2.560420421942502003e+02 -4.790332825974175648e+03 1.073326667834213488e-01 1.073326667232895604e-01
7.911454529889075382e-02 -1.228408204938952336e-01 -4.942628463296467999e+03 -4.979564176115245573e+03 -1.189836272844239096e-01 -2.469940900529623775e+02 -4.949202001552790534e+03 1.024344920369429646e-01 1.024344919833984069e-01
8.221385964216429421e-02 -1.170028023329483663e-01 -5.080634801449828956e+03 -5.122650290345349276e+03 -1.133288616631982770e-01 -2.376342533901510876e+02 -5.090709036393393035e+03 9.756901167369395889e-02 9.756901162602005240e-02
8.534883475414022092e-02 -1.112593587605040235e-01 -5.202711527223311350e+03 -5.250775427650859456e+03 -1.077657198612911038e-01 -2.281024418349863936e+02 -5.217179044718742261e+03 9.278211076945978852e-02 9.278211072702803597e-02
8.853064283441744453e-02 -1.056878477301555347e-01 -5.313071654569762359e+03 -5.367747059665448432e+03 -1.023691239600021535e-01 -2.185328605952846601e+02 -5.332464281023424519e+03 8.813824814488389892e-02 8.813824810712363178e-02
9.176900992719827510e-02 -1.003761187621875495e-01 -5.417491656353759936e+03 -5.478826081517262537e+03 -9.722415857360593161e-02 -2.091938038632235077e+02 -5.441880849118319929e+03 8.371063300251213590e-02 8.371063296888928140e-02
9.507262892646779762e-02 -9.541030238409348163e-02 -5.522972395375693850e+03 -5.590433376771933581e+03 -9.241424571604719973e-02 -2.003519445021960621e+02 -5.551908986537951932e+03 7.957103689809609526e-02 7.957103686810927667e-02
9.844944571560064472e-02 -9.086452336822904707e-02 -5.637268882625724473e+03 -5.709724677973809776e+03 -8.801117657696748420e-02 -1.921707653790458039e+02 -5.669762561478984026e+03 7.578129155488709523e-02 7.578129152807788760e-02
1.019068621252263857e-01 -8.678778193838949939e-02 -5.767921260047797659e+03 -5.843711844035480681e+03 -8.406241181156927367e-02 -1.847560013152597094e+02 -5.802500879548419107e+03 7.238224257287942387e-02 7.238224254883522668e-02
1.054518826547446858e-01 -8.319600981054865729e-02 -5.921294242302999010e+03 -5.998378083285800130e+03 -8.058338016002310200e-02 -1.781875885716814025e+02 -5.956136689693786138e+03 6.938724670076393264e-02 6.938724667911672084e-02
1.090912221330706533e-01 -8.006604435060633851e-02 -6.101414265212774808e+03 -6.177605730670031335e+03 -7.755164866012857761e-02 -1.724719939743158363e+02 -6.134555014569072227e+03 6.677703355099222360e-02 6.677703353142219744e-02
1.128313855953949896e-01 -7.733411578354035254e-02 -6.308883142552469508e+03 -6.382161199886713803e+03 -7.490545213824681414e-02 -1.675049906839860512e+02 -6.338491950009947686e+03 6.449852281937003273e-02 6.449852280160958684e-02
1.166787279874305638e-01 -7.490044848577433190e-02 -6.540110429178284903e+03 -6.608964295230825883e+03 -7.254815171682292563e-02 -1.630847898272365057e+02 -6.564801989759078424e+03 6.246862181996695740e-02 6.246862180380322038e-02
1.206394989759898007e-01 -7.263951637439015896e-02 -6.787063378631103660e+03 -6.850823343197481336e+03 -7.035816728398334996e-02 -1.589448980811466186e+02 -6.806197003499396487e+03 6.058277023425696212e-02 6.058277021952630792e-02
1.247198766315051471e-01 -7.041631991378305422e-02 -7.037838166339888630e+03 -7.096921592896023867e+03 -6.820474307996556018e-02 -1.547974185180654558e+02 -7.051743670665819991e+03 5.872848967192848685e-02 5.872848965851044239e-02
1.289259927523367377e-01 -6.810694221984593677e-02 -7.278212049227955504e+03 -7.334212543370109415e+03 -6.596785754974356097e-02 -1.503768696597042549e+02 -7.288276487214883673e+03 5.680251025570509649e-02 5.680251024351081618e-02
1.332639519395265038e-01 -6.562074655440572335e-02 -7.494213074726667401e+03 -7.549765881953803728e+03 -6.355972234281398459e-02 -1.454867073046219161e+02 -7.502767026670469932e+03 5.472928070098021652e-02 5.472928068994117878e-02
1.377398460901775312e-01 -6.291894048305524123e-02 -7.675310242719215239e+03 -7.733703498083342311e+03 -6.094276245889230365e-02 -1.400397018203635753e+02 -7.685284986331742402e+03 5.247644948622666450e-02 5.247644947628343770e-02
1.423597656850012216e-01 -6.002490747851454284e-02 -7.817605943604718959e+03 -7.882162381425153399e+03 -5.813962485443018718e-02 -1.340881725594837519e+02 -7.831982061834165506e+03 5.006345368338961654e-02 5.006345367447930655e-02
1.471298090529082336e-01 -5.702210163354390349e-02 -7.926136730421915672e+03 -7.999456194605989367e+03 -5.523113816797499409e-02 -1.278182397405199708e+02 -7.947264251274981689e+03 4.755979356486193799e-02 4.755979355691212357e-02
1.520560906705344939e-01 -5.403853905220887266e-02 -8.015427973692620071e+03 -8.098660564685070312e+03 -5.234129218898228575e-02 -1.215245146082236687e+02 -8.044369195270880482e+03 4.507212156734422687e-02 4.507212156026919186e-02
1.571447494749977913e-01 -5.121875167451245270e-02 -8.107510643154438185e+03 -8.199870114349518190e+03 -4.961007409595118156e-02 -1.155489038660971772e+02 -8.143594118421993699e+03 4.272086294404144752e-02 4.272086293774460253e-02
1.624019581183401839e-01 -4.868801737071456331e-02 -8.227146931256249445e+03 -8.325879045251422212e+03 -4.715882208481035620e-02 -1.101806150160344515e+02 -8.267926648787461090e+03 4.061044396910230836e-02 4.061044396348198471e-02
1.678339340610477959e-01 -4.651690595104815418e-02 -8.394795325287843298e+03 -8.495725350756585613e+03 -4.505588974849975697e-02 -1.055611642617069350e+02 -8.436530764915907639e+03 3.879966616540014845e-02 3.879966616035931265e-02
1.734469533822585174e-01 -4.469747943574726989e-02 -8.619192781406380163e+03 -8.717824760248653547e+03 -4.329358706422121311e-02 -1.016774586661082083e+02 -8.657829293604563645e+03 3.728200919857097700e-02 3.728200919402536312e-02
1.792473681711116706e-01 -4.314174950932975205e-02 -8.892256092189569245e+03 -8.985178989062836990e+03 -4.178669606354165622e-02 -9.839488245116388043e+01 -8.924688728985391208e+03 3.598414129721973220e-02 3.598414129310201909e-02
1.852416283549576936e-01 -4.171214831291323449e-02 -9.190453304244318133e+03 -9.276595889926811651e+03 -4.040197460991781092e-02 -9.536065234899287191e+01 -9.215656455513542824e+03 3.479146661132642010e-02 3.479146660759049187e-02
1.914363088159334592e-01 -4.025084911289488615e-02 -9.477862450226586589e+03 -9.559130068408081570e+03 -3.898655647708583472e-02 -9.220469801470221682e+01 -9.497486936975907156e+03 3.357250290132290232e-02 3.357250289794096870e-02
1.978381426500226969e-01 -3.863607212910728783e-02 -9.718392968513815504e+03 -9.799240621738361369e+03 -3.742249193441343075e-02 -8.871182271308947520e+01 -9.736410063568775513e+03 3.222570610971585425e-02 3.222570610667003371e-02
2.044540614366398001e-01 -3.684165950445365129e-02 -9.894325916500723906e+03 -9.980190508754792972e+03 -3.568444373769803779e-02 -8.474129290631222489e+01 -9.915619953763964077e+03 3.072925457228720819e-02 3.072925456956321355e-02
2.112912434186454136e-01 -3.494236325564841622e-02 -1.001568566221658330e+04 -1.011078670491564844e+04 -3.384481137421045671e-02 -8.053384942803242552e+01 -1.004407080178516844e+04 2.914542573943818340e-02 2.914542573701466716e-02
2.183571705513595307e-01 -3.307430973467929275e-02 -1.011725740768277137e+04 -1.022266471714212821e+04 -3.203544022098683136e-02 -7.636410674584040237e+01 -1.015373181337945243e+04 2.758763092288868748e-02 2.758763092073728343e-02
2.256596954756984463e-01 -3.137217089391831221e-02 -1.024409924842760665e+04 -1.035706450588624102e+04 -3.038676758139235989e-02 -7.253580936027866244e+01 -1.028623243431288211e+04 2.616808685255825329e-02 2.616808685064489146e-02
2.332071196186495665e-01 -2.991526075862819059e-02 -1.043268776200969842e+04 -1.054781281206011408e+04 -2.897561553182786964e-02 -6.928446023103593632e+01 -1.047564299149217368e+04 2.495288200902469680e-02 2.495288200731382577e-02
2.410082838404624950e-01 -2.869203188422113707e-02 -1.069175802783174368e+04 -1.080369235073148775e+04 -2.779079886928475032e-02 -6.655864035115477861e+01 -1.073069320071623042e+04 2.393246710459298945e-02 2.393246710305433483e-02
2.490726733524173120e-01 -2.759993061580461732e-02 -1.099180697883497669e+04 -1.109818679670701204e+04 -2.673299011157778682e-02 -6.411381088502473347e+01 -1.102453242284387852e+04 2.302139555342045882e-02 2.302139555203290208e-02
2.574105390470100008e-01 -2.650351214624708379e-02 -1.127887404283483374e+04 -1.138177274991600825e+04 -2.567100365593984884e-02 -6.164418112542899308e+01 -1.130719307139169541e+04 2.210679537506414494e-02 2.210679537381516138e-02
2.660330379459330818e-01 -2.531585334880589663e-02 -1.150755895161303306e+04 -1.161230678641101258e+04 -2.452064733969978524e-02 -5.895508712669531803e+01 -1.153623569314831366e+04 2.111624069441246296e-02 2.111624069329420469e-02
2.749523962221981921e-01 -2.404354163519635199e-02 -1.166981021018911451e+04 -1.178157563654467594e+04 -2.328830491008189799e-02 -5.605625840210737465e+01 -1.170351485091036011e+04 2.005510421985554070e-02 2.005510421886026393e-02
2.841820992472194329e-01 -2.277849818280970953e-02 -1.180460859336111935e+04 -1.192487125155863214e+04 -2.206300110006119766e-02 -5.316264977624852150e+01 -1.184472189592577342e+04 1.900006392867087043e-02 1.900006392778740352e-02
2.937371144283142943e-01 -2.163132664315333548e-02 -1.197371048249019805e+04 -1.209925663183462348e+04 -2.095186316089871562e-02 -5.053027253529877783e+01 -1.201736523367937843e+04 1.804326973834741166e-02 1.804326973756141539e-02
3.036341543436755219e-01 -2.064067264286200895e-02 -1.221035544023017428e+04 -1.233586002593358353e+04 -1.999232264202006545e-02 -4.824897424723698691e+01 -1.225274522638518465e+04 1.721693298377769549e-02 1.721693298307532677e-02
3.138919900014220388e-01 -1.975396080239820093e-02 -1.249369240180442102e+04 -1.261611140008106668e+04 -1.913345884362021784e-02 -4.623933395691116033e+01 -1.253202833883224594e+04 1.647724237989007037e-02 1.647724237926034840e-02
3.245318271633457763e-01 -1.887895880673699442e-02 -1.276681342758382743e+04 -1.288789359046644313e+04 -1.828593912407115371e-02 -4.420997630277437906e+01 -1.280261102506865245e+04 1.574735395149228639e-02 1.574735395092901821e-02
3.355777628968756310e-01 -1.796037651337903732e-02 -1.298543787489791430e+04 -1.310989268533322866e+04 -1.739621152092611991e-02 -4.211098445527878198e+01 -1.302292536513681262e+04 1.498117338829216272e-02 1.498117338779044946e-02
3.470573453133869446e-01 -1.702813126429271462e-02 -1.316434532042162573e+04 -1.329516210921482525e+04 -1.649325014536084238e-02 -3.994310737252214949e+01 -1.320622906890584090e+04 1.420365034617062684e-02 1.420365034572571537e-02
3.590022675081622761e-01 -1.615159907245266799e-02 -1.335873689882575673e+04 -1.349428221826316621e+04 -1.564425168022965176e-02 -3.791055795412061258e+01 -1.340356965730376578e+04 1.347254738230661310e-02 1.347254738191199126e-02
3.714492380842650543e-01 -1.536556135566034126e-02 -1.360667390099293698e+04 -1.374289839980632678e+04 -1.488290291829569290e-02 -3.609685406362378757e+01 -1.365078923796352501e+04 1.281688373086647958e-02 1.281688373051552768e-02
3.844410869336386538e-01 -1.463162045703679873e-02 -1.388193065825616031e+04 -1.401732207793630369e+04 -1.417201454004892933e-02 -3.439366314366462518e+01 -1.392392170226399503e+04 1.220465777819116845e-02 1.220465777787900843e-02
3.980281886988606965e-01 -1.389671358265723994e-02 -1.413366797370098539e+04 -1.427086026545437562e+04 -1.346019194014602162e-02 -3.267593464111320145e+01 -1.417586187995541331e+04 1.159165478860346363e-02 1.159165478832679258e-02
4.122703216106688995e-01 -1.315655928584675075e-02 -1.435357389878501999e+04 -1.449540121472706414e+04 -1.274328744747842655e-02 -3.096256169999287167e+01 -1.439850842578899574e+04 1.097430401021578031e-02 1.097430400997145145e-02
4.272391328473755800e-01 -1.244883233878525848e-02 -1.458440620208831933e+04 -1.472997906385468377e+04 -1.205779159892054683e-02 -2.931354144508022941e+01 -1.463128036321904438e+04 1.038398156224821720e-02 1.038398156203283219e-02
4.430214643753784820e-01 -1.178883221400047095e-02 -1.485169507388098282e+04 -1.499840525488890853e+04 -1.141852223544452191e-02 -2.777748909239102204e+01 -1.489813701671772105e+04 9.833453154473604726e-03 9.833453154283805162e-03
4.597239247053869216e-01 -1.115224267348409286e-02 -1.513021075811639639e+04 -1.527830760563782678e+04 -1.080192859233591526e-02 -2.628504277689188484e+01 -1.517637164197276434e+04 9.302450488549839774e-03 9.302450488383049582e-03
4.774793064618576555e-01 -1.051637344190592925e-02 -1.539001656703893059e+04 -1.554173635076038954e+04 -1.018603328056465543e-02 -2.480239810655356791e+01 -1.543786579930108928e+04 8.772063720938473932e-03 8.772063720792590627e-03
4.964558102285431818e-01 -9.897067516368818207e-03 -1.565724217807555033e+04 -1.581234132287125431e+04 -9.586180736097892410e-03 -2.335137754548064848e+01 -1.570653765592284435e+04 8.255490639142484474e-03 8.255490639015440266e-03
5.168706622410320639e-01 -9.304900769764012577e-03 -1.595681857390568621e+04 -1.611387128074070824e+04 -9.012614659543852214e-03 -2.196767489422353847e+01 -1.600619970847694094e+04 7.761543426976300758e-03 7.761543426866044336e-03
5.390108467112463275e-01 -8.718540177415766423e-03 -1.625957216032330143e+04 -1.641965043229836010e+04 -8.444672631210667357e-03 -2.059165125052630074e+01 -1.630992043208364521e+04 7.272445201844096770e-03 7.272445201749061679e-03
5.632658120542870517e-01 -8.137736083453896152e-03 -1.657260487944262422e+04 -1.673624468842078204e+04 -7.882112712595080312e-03 -1.921729989286923868e+01 -1.662431619670306100e+04 6.787981200374056112e-03 6.787981200292835492e-03
5.901812496498822780e-01 -7.566360382075277072e-03 -1.691721575640199444e+04 -1.708377742524025962e+04 -7.328684844531774614e-03 -1.788568165512402430e+01 -1.696959179402038353e+04 6.311378186240132991e-03 6.311378186171290490e-03
6.205519319481119789e-01 -6.991459180379201374e-03 -1.728186074972782444e+04 -1.745225635737852281e+04 -6.771842427820399038e-03 -1.653210980151550302e+01 -1.733556202192673300e+04 5.831835781536232055e-03 5.831835781478674798e-03
6.555914446248338745e-01 -6.411091114185455200e-03 -1.768759599803953824e+04 -1.786182194998765772e+04 -6.209704800646228054e-03 -1.516481812775960059e+01 -1.774240762367086427e+04 5.347731842519136587e-03 5.347731842471835015e-03
6.972641270728331397e-01 -5.813475231785162484e-03 -1.814260649402480703e+04 -1.832139299496961758e+04 -5.630861218189630452e-03 -1.375139059172574285e+01 -1.819888582500600751e+04 4.849241127736714230e-03 4.849241127698793175e-03
7.489860481473911147e-01 -5.186471346282101741e-03 -1.867627873537711275e+04 -1.886026047211044715e+04 -5.023552785221954003e-03 -1.227216600921537193e+01 -1.873415155754725129e+04 4.326235903214264988e-03 4.326235903184935151e-03
8.172246958700447594e-01 -4.509111269365794969e-03 -1.933062215943880801e+04 -1.952102325336977810e+04 -4.367469992781733250e-03 -1.066823640081685376e+01 -1.939049110833300438e+04 3.761226331218334336e-03 3.761226331196916139e-03
9.152789718252951623e-01 -3.754151721364628030e-03 -2.018791775874844825e+04 -2.038673160637488763e+04 -3.636225459306057471e-03 -8.895612862869461068e+00 -2.025040541845891494e+04 3.131485291477115272e-03 3.131485291462881432e-03
1.070301791652423562e+00 -2.908094873722837526e-03 -2.138431118062398673e+04 -2.159487320869414543e+04 -2.816745037688486285e-03 -6.896720284897492448e+00 -2.145046205881716014e+04 2.425759662084229010e-03 2.425759662076159943e-03
1.317123541579720447e+00 -2.064528033268950898e-03 -2.299053418946835154e+04 -2.321688262554281027e+04 -1.999676584651353950e-03 -4.895744991089933329e+00 -2.306161781467967739e+04 1.722107940108446016e-03 1.722107940104663018e-03
1.655384394845416107e+00 -1.408852992540017774e-03 -2.478216580032674756e+04 -2.502615080487773230e+04 -1.364597856320944654e-03 -3.337250745224437765e+00 -2.485877798984847323e+04 1.175183499174031971e-03 1.175183499172399162e-03
2.083952600795073273e+00 -9.544376092512386889e-04 -2.660718733039726794e+04 -2.686918071822397906e+04 -9.244567814814336421e-04 -2.261096338739244427e+00 -2.668946955204254118e+04 7.961371531463023185e-04 7.961371531456043092e-04
2.623540688615224159e+00 -6.439082744264452204e-04 -2.844950854129666914e+04 -2.872975226594932610e+04 -6.236819353688944885e-04 -1.524888536855754095e+00 -2.853757579824536879e+04 5.371122932762448319e-04 5.371122932759477605e-04
3.302842041669530104e+00 -4.327978000332338986e-04 -3.030638590199839382e+04 -3.060514076389123875e+04 -4.192029780256183668e-04 -1.028237341043404252e+00 -3.040038267015820020e+04 3.610165112033965362e-04 3.610165112032702266e-04
4.158031777399895823e+00 -2.899186287797403633e-04 -3.217526054880882293e+04 -3.249284071034230146e+04 -2.808120173576016511e-04 -6.881809392758716504e-01 -3.227538881082344597e+04 2.418351905101488936e-04 2.418351905100955509e-04
5.234651867616397780e+00 -1.936103488694615698e-04 -3.405409649661350704e+04 -3.439092515903276217e+04 -1.875290390821085344e-04 -4.605189171730599829e-01 -3.416065985228369391e+04 1.615006465975811370e-04 1.615006465975585856e-04
6.590036258038080241e+00 -1.289309877447344206e-04 -3.594094719205357251e+04 -3.629764242974342051e+04 -1.248814406806937041e-04 -3.066684159186478520e-01 -3.605442231063744839e+04 1.075490443765815481e-04 1.075490443765720884e-04
