# Bispectrum monopole for SGC EZmock_complete
# Subtracted SN: kindep
# k1-eff  k2-eff  k3-eff  B0  B0-BSN  Std_dev  Std_dev(-BSN)
1.042599999999999950e-02 4.509300000000000114e-02 5.008300000000000252e-02 1.291088010764945030e+10 7.312273994581788063e+09 4.120723687810793400e+09 4.119375551743103504e+09
1.042599999999999950e-02 4.509300000000000114e-02 5.508300000000000002e-02 1.338364631919574547e+10 7.785040206128093719e+09 4.600281470133894920e+09 4.599531033487772942e+09
1.042599999999999950e-02 4.509300000000000114e-02 6.007599999999999746e-02 1.412273842788856316e+10 8.524132314820906639e+09 1.035465968872475433e+10 1.035590014105214691e+10
1.042599999999999950e-02 5.008300000000000252e-02 5.008300000000000252e-02 1.250507324234432983e+10 6.906467129276697159e+09 5.153554220145983696e+09 5.151687324787009239e+09
1.042599999999999950e-02 5.008300000000000252e-02 5.508300000000000002e-02 1.236077828086996841e+10 6.762172167802286148e+09 3.806911745481344700e+09 3.805247406708757401e+09
1.042599999999999950e-02 5.008300000000000252e-02 6.007599999999999746e-02 1.282499534124290085e+10 7.226389228175245285e+09 4.225041105225635052e+09 4.224218497478300571e+09
1.042599999999999950e-02 5.008300000000000252e-02 6.506599999999999884e-02 1.393335848685804367e+10 8.334752373790396690e+09 9.457496551368944168e+09 9.456783899266023636e+09
1.042599999999999950e-02 5.508300000000000002e-02 5.508300000000000002e-02 1.181184558057966232e+10 6.213239467512015343e+09 4.527995993231177330e+09 4.528054993784476280e+09
1.042599999999999950e-02 5.508300000000000002e-02 6.007599999999999746e-02 1.195772734640454292e+10 6.359121233336885452e+09 3.627322952070368290e+09 3.626548620645386696e+09
1.042599999999999950e-02 5.508300000000000002e-02 6.506599999999999884e-02 1.244650649343027496e+10 6.847900380362622261e+09 4.135568469590280533e+09 4.134687202005450249e+09
1.042599999999999950e-02 5.508300000000000002e-02 7.006400000000000128e-02 1.306627757453689957e+10 7.467671461469268799e+09 8.577040573372251511e+09 8.577233719488191605e+09
